V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_3Kx688VpsVGzC74,Default Response Set,Anonymous,,,195.221.44.17,0,9/15/15 13:57,9/15/15 14:30,1,1,1,0,0,106.369,0,1,,,,,,,240,1,0,0,25.118,0,1,9,9,"Parce que 240 cts reste un montant moyen bien qu'il se rapproche plus que la moyenne du montant max, pas trop de prise de risque.",1,7,7,8,7,8,6,7,6,6,6,4,4,4,5,4,4,7,7,7,8,5,7,7,7,3,2,6,6,4,6,4,6,1,10,1,0,3,7,9,1,1,3,2,2,"etude sur la prise de decision, la prise de risque, mesur̩e via la confiance aux autres",non,9,7,9,4,72,2,"France, Annecy",0,45.17149353,5.722396851,-1
R_3lFvPJNk93M7k0t,Default Response Set,Anonymous,,,195.221.44.8,0,9/9/15 15:26,9/9/15 15:53,1,1,1,0,0,89.911,0,1,400,1,0,0,15.663,0,,,,,,,1,9,1,"Je pr̩f̬re partager cet argent avec l'ensemble du groupe plut̫t que de remporter personnellement cet argent.  / Nous sommes un groupe donc pour moi nous devons partager le plus possible, penser de mani̬re collective et non pas penser qu'�� soit.",1,4,1,5,8,9,4,6,8,9,4,8,3,3,5,5,5,8,6,8,9,9,8,7,9,5,2,6,7,2,4,9,9,1,0,0,0,0,7,9,3,2,2,2,2,Cette ̩tude essaie de montrer comment les individus agissent face �� des inconnus lorsqu'un int̩r̻t personnel et collectif est en jeu,non,3,5,2,6,77,2,Grenoble (is̬re ),0,45.17149353,5.722396851,-1
R_3lztpsRfrP4enmg,Default Response Set,Anonymous,,,195.221.44.22,0,9/14/15 09:02,9/14/15 11:14,1,1,1,11.594,11.842,70.823,2,1,0,1,0,0,17.555,0,,,,,,,1,9,1,pour avoir un minumim moyen : par pur interet.,1,8,9,8,5,1,5,5,1,3,6,3,7,4,4,7,4,6,7,7,6,9,7,6,6,8,4,3,3,5,4,5,3,1,1,0,0,0,4,7,2,3,3,2,2,je pense que cette etude cherche a mesurer la confiance ou la generosite d'un individu enver un groupe ou un inconnu. A travers un questionnaire et un test pour savoir combien on est pres a debourser et faire confiance a un inconus.,non,4,4,4,4,77,1,cor̩e du sud,0,45.17149353,5.722396851,-1
R_3m7RLOh69ILkWDv,Default Response Set,Anonymous,,,195.221.44.5,0,9/16/15 09:30,9/16/15 13:24,1,1,1,0,0,74.062,0,1,400,1,0,0,8.331,0,,,,,,,1,9,1,"J'ai suivi mes valeurs qui sont partager c'est prendre soin de soi et prendre soins des autres. Je ne veux pas faire le plus gros b̩n̩fice mais seulement que chacun y trouve son compte. Je crois en des valeurs d'̩quit̩ et de solidarit̩. C'est peut ̻tre un peu id̩aliste surtout si on est le/la seule �� penser comme ̤a, mais je fait ma part pour qu'un jour peut ̻tre nous serons amen̩ �� penser ensemble et non s̩parement.",1,7,4,7,8,9,1,5,8,8,6,6,2,1,7,6,3,8,8,9,9,8,9,8,8,3,2,3,7,3,7,2,9,1,0,0,0,0,8,8,3,2,1,2,2,"Je pense que l'̩tude actuelle essaie de nous positionner par rapport �� notre ""moi"", est ce que je suis plut̫t une personne individualiste ou solidaire ? Par cela elle nous propose de s'allier pour gagner une somme d'argent ou de penser individuellement �� sa propre personne pour gagner plus d'argent que les autres.",non,6,9,6,2,77,2,Gi̬re (38),0,45.17149353,5.722396851,-1
R_3mdF2jerHKWyLaE,Default Response Set,Anonymous,,,195.221.44.5,0,9/14/15 09:04,9/14/15 09:32,1,1,1,0,0,99.551,0,1,160,1,0,0,10.425,0,,,,,,,1,9,1,Pour gagner plus d'argent individuel.,1,8,7,9,4,1,9,7,5,6,7,5,1,1,6,9,2,8,3,8,8,5,7,8,7,1,6,2,1,3,2,2,9,1,0,0,0,0,2,7,1,2,3,1,2,Je pense que cette ̩tude vise l'esprit de groupe et la confiance des uns envers les autres.,"Je pense que certains ne seront pas solidaires, personne ne se connait. Autant prendre l'avantage.",2,5,5,9,76,1,Paris,1,45.17149353,5.722396851,-1
R_3MM5NVCPBEt1buB,Default Response Set,Anonymous,,,195.221.44.4,0,9/10/15 15:23,9/10/15 15:45,1,1,1,0,0,53.919,0,1,,,,,,,400,1,0,0,20.305,0,1,9,1,il vaut mieux participer tout ensemble pour faire augmenter la cagnote qu'etre individualiste. Il n'y a pas de consequence grave ni vraiment negative puisque l'argent ne nous appartient pas vraiment et on ne peut etre que gagnant,1,6,3,8,7,5,7,5,5,7,8,8,3,1,8,7,5,6,6,8,8,6,8,6,5,3,3,1,7,6,2,3,2,1,8,2,0,2,7,5,3,3,3,2,2,cette etude montre notre degr̬s de confiance dans les autres et notre prise de risque face �� des inconnues grace �� la cagnote dont on a parl̩ en d̩but d'experience qui traduit cette confiance (naive ?) ou la volont̩ d'etre bien vu des autres.,jai l'impression que cette experience nous pousse �� etre collectif...,4,6,3,5,77,2,"France, 38, Fontaine",0,45.17149353,5.722396851,-1
R_3MQpcVOfaLDm6KP,Default Response Set,Anonymous,,,195.221.44.11,0,9/10/15 16:32,9/10/15 17:01,1,1,1,0,0,54.67,0,1,78,1,0,0,12.163,0,,,,,,,1,9,1,"Je ne voulais pas m'engager dans ce genre de jeux d'argent. J'ai seulement donn̩ quelques centimes pour le groupe afin de participer ""activement"" �� la dynamique de groupe.",1,7,3,7,7,5,7,7,5,3,2,3,2,1,6,3,6,8,8,6,8,8,9,8,8,3,1,2,6,2,1,5,7,1,0,0,0,0,7,8,1,1,2,2,2,"J'ai l'impression que l'etude tente de montrer quel type d'induvidu a l'esprit de groupe, d'equipe et de communaut̩ et ceux qui sont plus dans l'individualisme. Elle tene de saisir une sorte de profil type en posant des questions afin de mieux cerner la personne et cela va plus loin car elle (l'etude) nous fait participer a une experienece afin de voir comment on reagis dans une situation qui met en jeux notre personne au sein d'un groupe.","J'ai pas aim̩ le fait que la premi̬re ""question"" et exp̬rience de l'etude parle d'argent.",2,5,2,5,75,2,73,2,45.17149353,5.722396851,-1
R_3n1OOAecXy8vu9J,Default Response Set,Anonymous,,,195.221.44.2,0,9/16/15 14:04,9/16/15 14:21,1,1,1,0,0,105.619,0,1,296,1,0,0,11.716,0,,,,,,,1,9,1,"cela parąt raisonnable : contribuer mais garder un peu, au cas o�_",1,8,6,9,9,9,7,9,9,4,6,2,6,1,6,6,9,9,9,9,9,8,9,6,8,7,7,6,8,6,6,9,9,1,0,0,0,0,6,8,1,3,3,2,2,qu'est-ce qui ce qui entre en ligne de compte dans notre prise de d̩cision ? Notre choix propre ou bien ce que va en penser le groupe. Se conformer ou s'affirmer ? Avoir plus confiance en soi ou dans les autres (y compris des inconnus) ?,non,9,7,9,9,49,2,Grenoble,0,45.17149353,5.722396851,-1
R_3n92U8GCmlMwqMB,Default Response Set,Anonymous,,,195.221.44.3,0,9/10/15 08:58,9/10/15 11:39,1,1,1,0,0,93.176,0,1,,,,,,,175,1,0,0,122.416,0,1,9,8,"J'ai choisi d'allouer 175 centimes, de fa̤on �� apporter ma contribution au groupe, tout en ayant gard̩ plus de la moiti̩ de ma somme initiale. Dans ce cas, peu importe les contributions des 3 autres participants, j'aurais quoiqu'il en soit garder une somme sup̩rieure �� la moiti̩ de mon butin de base, et je me sentirai ainsi moins l̩s̩e au cas o�_ les autres participants auraient fait des choix qui auraient grandement r̩duit la somme possible de la cagnotte commune. Ma somme donn̩e reste proche de la moiti̩ de ma somme (175 centimes pour 200 centimes), pour respecter un minimum l'aspect du partage dans un but commun, sans prendre trop de risques personnels.",1,9,5,9,5,8,3,8,7,5,8,5,1,2,2,7,4,6,1,2,4,8,2,7,5,1,1,9,3,1,1,3,4,1,3,1,0,1,1,7,2,3,3,2,2,"Je pense que cette ̩tude tente de montrer les effets sur la prise de d̩cision d'un individu lorsque d'autres individus sont engag̩s avec lui dans la finalit̩ de cette d̩cision. Notre fa̤on personnelle de percevoir les gens en g̩n̩ral, la confiance qu'on leur accorde et les d̩cisions qu'on prend �� leur ̩gard est analys̩e, ainsi que notre fa̤on d'agir dans une situation qui implique d'autres personnes. De cette mani̬re les exp̩rimentateurs pourront observer les modifications de points de vue et d'agissements dans la prise de d̩cision d'un individu lorsque les d̩cisions sont ""personnelles"" ou ""partag̩es"".","Le fait que le calcul pour connątre le butin total selon ce que chaque individu donne soit plus ou moins compliqu̩ perturbe la notion de partage et d'implication des autres, ce qui peut probablement quelque peu fausser la prise de d̩cision, d'autant plus que nous ne connaissons pas les individus avec qui nous interagissons, sans quoi la prise de d̩cision serait ̩galement diff̩rente.",2,6,2,7,76,2,France - Hautes Alpes - Gap,0,45.17149353,5.722396851,-1
R_3nqtEUKcTicCv0C,Default Response Set,Anonymous,,,195.221.44.28,0,9/10/15 15:07,9/10/15 15:42,1,1,1,0,0,60.733,0,1,,,,,,,300,1,0,0,23.186,0,1,9,1,"J'ai d̩cid̩ de donner 3 euros , en esp̩rant que les autres membres du groupe donneront la m̻me somme que mois pour qu'on divise la somme totale entre les participants . J'ai pr̩f̩r̩ ̻tre altruisme dans cette ̩preuve !",1,9,9,9,9,9,6,9,7,3,9,8,9,9,8,9,2,9,6,9,9,7,7,9,9,1,8,6,5,6,1,1,9,1,1,2,0,1,1,8,2,3,2,1,2,Elle tente �� montrer la confiance qu'une personne va porter �� des inconnus,non,5,2,5,3,77,2,"Isere , Bourgoin Jallieu",3,45.17149353,5.722396851,-1
R_3nwm7xRFCzkKHDk,Default Response Set,Anonymous,,,195.221.44.27,0,9/9/15 15:26,9/9/15 15:55,1,1,1,0,0,92.598,0,1,,,,,,,250,1,0,0,30.3,0,1,9,6,"je part du principe qu'il faut donner un petit peu, mais il ne faut pas donner la totalit̩ de la somme, du fait que les autres ne donneront peut etre rien, tout depend de la gen̩rosit̩ de chacun",1,4,5,7,8,2,8,7,7,3,5,3,2,4,6,3,4,8,5,7,9,7,6,7,7,3,4,6,7,1,2,6,7,1,0,3,0,0,6,8,3,3,1,1,2,"je trouve que l'etude actuel est port̩ sur l'egoisme ou le non egoisme des gens, si ils viendraient en aide a des inconnus / Mais je trouve que tout cela est etrange dans le sens ou chaque personne a ete elev̩ differament et par consequent nous avons pas tout la meme vision et nous ne tendrons pas tout la meme de la meme facon / Cette methode de cagnote pour plusieurs personnes permet de reveler si on a choisit le bien commun, de la ""soci̩t̩"", ou si l'on a pens̩ qu'a sa propre personne en voulant tout garder. Et encore une fois je pense que cela depend de l'education que l'on a recu",non,4,5,5,6,77,1,Villard de lans et France,1,45.17149353,5.722396851,-1
R_3nxcczkGnToZBxA,Default Response Set,Anonymous,,,195.221.44.27,0,9/14/15 15:07,9/14/15 15:26,1,1,1,0,0,34.167,0,1,,,,,,,20,1,0,0,27.239,0,1,9,9,Je n'ai pas mis plus parce que je ne connais pas les autres personnes de la pi̬ce et donc je ne sais pas si eux vont mettre plus ou moins donc j'ai pr̩f̩r̩ mettre une somme raisonnable,1,1,9,9,5,9,1,7,9,1,9,3,1,1,4,1,9,9,6,9,9,9,9,9,7,3,7,6,9,6,7,5,9,1,0,0,0,2,5,6,2,1,3,1,2,Je pense que l'̩tude vise �� comprendre comment nos int̩ractions avec les autres influent sur nos d̩cisions.,"J'ai eu un l̩ger doute sur le fait qu'il y est tromperie ou non et j'en aurais un jusqu'au bout je pense puisqu'on ne vous connait pas et on ne sait pas si on peut vous faire confiance ou pas. Mais le fait que je doute vient aussi du fait que j'ai d̩j�� participer �� des exp̩riences o�_ on m'a cach̩ le but r̩el de l'exp̩rience (en inventant autre chose), chose que je comprend puisque le fait de savoir le vrai but de l'exp̩rience peut parfois influencer nos d̩cisions et nos r̩ponses.",6,9,5,4,77,2,"St Pierre de Bressieux, France",2,45.17149353,5.722396851,-1
R_3O1gcw31Jv5a5za,Default Response Set,Anonymous,,,195.221.44.28,0,9/15/15 13:57,9/15/15 14:28,1,1,1,0,0,59.419,0,1,,,,,,,326,1,0,0,26.952,0,1,9,1,"J'ai d̩cid̩ de ce montant en pensant que les autres auraient le m̻me type de raisonnement, c'est-��-dire donnerait un maximum pour que tous les membres du groupe aient un maximum, c'est-��-dire que la somme soit doubl̩e. Je n'ai pas donn̩ les 4euros enti̬rement dans le cas o�_ les autres membres n'auraient pas ce raisonnement et que je me retrouve sans rien du tout. J'ai donc donn̩ une grande partie des 4 euros sans totalement verser tout l'argent.",1,5,2,7,7,5,2,6,4,6,5,6,2,2,2,2,6,7,5,8,8,7,8,8,8,5,2,8,8,2,8,5,3,1,0,1,0,0,7,9,1,3,3,2,2,Je pense que cette ̩tude essaye d'analyser nos prises de d̩cisions vis �� vis d'inconnus et essaye de voir comment nous r̩agissons lorsque nous n'avons aucune id̩e de la mani̬re dont les autres individus r̩agissent ̩galement.,non,9,6,2,6,75,2,France 76,0,45.17149353,5.722396851,-1
R_3p5zsyfQEGAWrm4,Default Response Set,Anonymous,,,195.221.44.2,0,9/15/15 13:56,9/15/15 14:27,1,1,1,0,0,80.51,0,1,4,1,0,0,19.907,0,,,,,,,1,9,1,pour que la cagnotte commune soit plus importante ce qui permettrait d'augmenter les gains de chacun uniform̩ment.,1,9,2,9,8,8,4,7,6,5,7,4,6,2,3,5,9,4,5,9,8,9,9,9,7,4,1,5,5,5,8,1,5,1,3,0,0,1,3,6,2,3,1,2,2,cette exp̩rience pourrait tenter de montrer si les gens se concentrent plus sur leur propre int̩r̻t ou sur l'int̩r̻t commun au groupe.,non,3,5,9,5,77,2,France 26 Dr̫me,1,45.17149353,5.722396851,-1
R_3P76VchWfAA9zBp,Default Response Set,Anonymous,,,195.221.44.11,0,9/14/15 14:09,9/14/15 15:26,1,1,1,0,0,85.919,0,1,160,1,0,0,13.029,0,,,,,,,1,9,9,Pour remporter plus,1,7,2,9,3,2,5,7,4,2,8,1,6,1,2,2,8,9,9,9,9,9,7,7,8,2,8,7,7,1,2,5,2,1,0,0,0,0,5,8,1,3,1,2,2,"L'̩tude tente de montrer notre rapport avec les autres, notre sentiment face aux personnes qui nous entourent et la confiance qu'on leur accorde et ce que l'on est capable de donner en retour",Non,3,6,2,9,76,2,Malissard (Valnce),2,45.17149353,5.722396851,-1
R_3phZzZbYZfc7vve,Default Response Set,Anonymous,,,195.221.44.28,0,9/10/15 14:22,9/10/15 14:35,1,1,1,0,0,60.793,0,1,,,,,,,10,1,0,0,23.237,0,1,9,2,Pour avoir plus de b̩nefices,1,6,6,7,7,4,6,7,5,6,2,4,4,2,4,4,6,7,6,8,7,6,5,7,8,4,5,7,5,3,5,4,6,1,3,1,0,2,5,6,3,1,3,2,1,"Je pense que l'̩tude essaye de montrer comment les prises de d̩cision sont influenc̩es par nos mani̬res de penser, la confiance que nous accordons aux autres",non,3,4,3,3,74,2,Romans sur is̬re (26),1,45.17149353,5.722396851,-1
R_3Pi5IM7Cfh3IDTX,Default Response Set,Anonymous,,,195.221.44.24,0,9/16/15 12:55,9/16/15 14:27,1,1,1,0,0,111.669,0,1,,,,,,,400,1,0,0,24.394,0,1,9,1,"Dans le doute que les deux autres personnes raisonnent comme moi, on est tous gagnant �� faire ce choix et c'est ̩quitable.",1,9,6,8,7,2,3,9,7,3,4,2,4,2,7,5,7,6,4,6,8,1,6,6,6,1,1,1,7,4,5,1,5,1,0,0,0,0,3,8,3,3,1,1,2,"L'̩tude veut montrer le rapport que l'on peut avoir avec notre entourage ou m̻me des inconnus, la confiance que l'on arrive �� accorder �� autrui.",Ce n'est peut-̻tre pas une ̩tude centr̩e sur la prise de d̩cision de l'̻tre humain.,2,5,9,3,77,2,Bourgoin-Jallieu (38),3,45.17149353,5.722396851,-1
R_3PuVIM0TyLzx7G1,Default Response Set,Anonymous,,,195.221.44.11,0,9/14/15 09:02,9/14/15 09:36,1,1,1,17.116,79.992,94.023,2,1,400,1,0,0,24.531,0,,,,,,,1,9,1,"Je ne suis pas sure d'avoir bien lu l'̩nonc̩, mais j'ai juste voulu ̻tre sympa...",1,7,1,9,9,7,3,7,5,1,5,1,5,1,1,1,9,9,7,9,9,9,9,7,7,1,3,3,9,4,5,7,9,1,0,0,0,0,5,10,3,3,3,2,2,"Cette ̩tude tente de montrer la capacit̩ des gens �� prendre des d̩cisions, et comment ""autrui"" interf̬re dans ces prises de d̩cisions",non,4,7,2,9,77,2,"Grenoble, France",0,45.17149353,5.722396851,-1
R_3q8rwsgZ5G3iDdq,Default Response Set,Anonymous,,,195.221.44.4,0,9/15/15 13:56,9/15/15 14:24,1,1,1,0,0,54.174,0,1,160,1,0,0,22.048,0,,,,,,,1,9,1,pour ̩quilibrer les b̩n̩fices perso et du groupe,1,5,5,8,6,4,5,4,4,7,5,6,5,6,9,6,3,7,7,5,7,6,7,6,7,3,4,5,5,5,7,6,5,1,2,0,0,0,4,7,2,3,3,1,2,"la confiance, le partage, l'entraide, la g̩n̩rosit̩ et le bien ̻tre entre membre d'un groupe",non,3,5,3,7,73,2,france 69,0,45.17149353,5.722396851,-1
R_3QSPdTAJjSYM2TD,Default Response Set,Anonymous,,,195.221.44.24,0,9/14/15 12:57,9/14/15 13:24,1,1,1,0,0,42.687,0,1,400,1,0,0,11.363,0,,,,,,,1,9,5,Il est plus important de donner de l'argent au groupe pour une exp̩rience plut̫t que d'̻tre pay̩ �� un niveau individuel.,1,4,1,3,5,1,1,7,7,2,1,1,1,1,1,1,9,3,6,9,1,5,7,6,5,1,1,1,7,3,3,1,1,1,0,0,0,0,5,4,3,1,3,2,2,Elle tente de montrer notre positionnement vis �� vis des autres notamment sur la confiance et l'importance que l'on peut leur donner. Ici l'̩tude utilise l'aspect financier qui est le moyen le plus efficace de savoir si un individu pense d'abord au groupe plut̫t qu'�� lui-m̻me. Cela �� travers des questions personnelles et professionnelles.,Je ne pense pas que l'argent est utilis̩ et d̩partag̩ selon les r̩ponses.,5,7,7,9,75,2,France 07,3,45.17149353,5.722396851,-1
R_3RrnRc7WCc3Wmux,Default Response Set,Anonymous,,,195.221.44.8,0,9/14/15 12:56,9/14/15 13:24,1,1,1,0,0,88.011,0,1,243,1,0,0,25.438,0,,,,,,,1,9,1,Je savais pas trop quoi choisir entre me la jouer perso et partager mon argent. J'ai mis une somme entre les deux qui soit pas trop petite.,1,8,5,9,3,2,8,8,8,9,7,7,3,7,8,3,2,7,6,7,9,7,5,6,8,1,9,7,4,5,7,2,8,2,8,4,0,2,8,9,1,1,2,2,2,"Le gain final influence la prise de d̩cision des participants. Selon si la personne est individualiste ou, au contraire, a l'esprit de groupe, il n'y aura pas les m̻mes prises de d̩cision",non,4,6,3,2,73,2,"Grenoble, Is̬re",0,45.17149353,5.722396851,-1
R_3rVdVarH1VNVbVH,Default Response Set,Anonymous,,,195.221.44.5,0,9/11/15 14:03,9/11/15 14:32,1,1,1,0,0,87.508,0,1,,,,,,,250,1,0,0,39.869,0,1,9,9,"J'ai choisi de mettre un peu plus de la moiti̩ de la cagnotte car je ne suis pas s��re que les autres participants mettront le montant maximum (par prudence, etc.)",1,6,7,8,6,7,6,7,7,4,4,3,4,4,8,3,6,6,6,8,7,7,6,6,6,5,4,7,4,3,6,6,7,1,25,3,0,5,7,9,3,1,3,2,2,Je pense que l'̩tude actuelle essaye de mettre �� jour les processus de prise de d̩cision quand il y a un enjeu,non,3,5,4,2,74,2,"France, Lyon (69)",1,45.17149353,5.722396851,-1
R_4GTeO2VepP2s88h,Default Response Set,Anonymous,,,195.221.44.4,0,9/16/15 13:04,9/16/15 13:22,1,1,1,0,0,67.986,0,1,400,1,0,0,5.135,0,,,,,,,1,9,1,"J'ai donn̩ la somme de 4��� dans le pot commun car il rapportait le plus au groupe. Si j'avais gard̩ la somme et qu'un autre individu voir tous avaient fait la m̻me chose, nous n'aurions pas gagn̩ au final. Il y a effectivement le risque que l'un dans eux l'ait fait mais j'y gagne tout de m̻me.",1,7,5,8,6,7,5,6,7,6,5,6,4,4,6,4,5,7,6,7,6,7,6,6,7,7,8,6,6,5,5,8,5,1,8,0,0,1,1,6,3,3,3,1,2,L'etude actuelle doit ̩tudier la strat̩gie de prise de risque dans l'optique de gagner le plus. Voir si la stat̩gie est plut̫t collective ou personnelle.,non,4,5,4,9,74,2,"France, Haute Garonne",0,45.17149353,5.722396851,-1
R_4HE7KR0V5SS7obf,Default Response Set,Anonymous,,,195.221.44.11,0,9/9/15 11:12,9/9/15 11:36,1,1,1,0,0,55.681,0,1,,,,,,,400,1,0,0,25.758,0,1,9,5,"""Solidarit̩"" si chacun proc̬de pareil, tout le monde y gagne",1,6,7,8,7,8,6,5,6,5,4,4,5,6,6,6,7,6,6,8,7,8,7,8,9,5,1,4,5,5,1,7,7,1,0,2,0,0,6,8,3,3,1,1,2,"Selon les personnalit̩s, comment les gens agissent vis-��-vis des autres, a quel point ils sont plut̫t ""solitaires"" ou ""solidaires"", dans le sens o�_ certains acceptent de partage pour que tout le monde ait plus, alors que d'autres refusent en faisant passer leur int̩r̻t d'abord. Cette experience cherche peut-̻tre, �� mon sens, �� d̩montrer que selon les personnalit̩s et le rapport aux autres de chacun, les gens agissent diff̩remment quand il est question d'argent.",Non,5,4,2,5,78,2,"France, Savoie",2,45.17149353,5.722396851,-1
R_4HNXe5iZgPZI6eR,Default Response Set,Anonymous,,,195.221.44.3,0,9/15/15 15:22,9/15/15 15:49,1,1,1,0,0,162.191,0,1,,,,,,,400,1,0,0,47.848,0,1,9,1,"J'alloue aucun centime pour en garder d'avantage pour moi, car je pense que les personnes sont ̩go��stes et gardent leur argent pour elles. C'est pourquoi, si je redistribuais tout mon argent, je serai perdante.",1,8,6,8,8,8,6,8,8,6,6,6,5,5,7,2,7,8,7,7,7,9,9,9,9,5,2,7,5,7,6,7,9,1,4,1,0,0,5,7,2,1,2,1,2,"L'̩tude actuelle essaierait de prendre conscience de la prise de d̩cision des individus, et de mesurer leur ind̩cision en lien avec leur personnalit̩.","J'ai eu des doutes concernant le budget �� reverser aux autres. Il est difficile de trancher. Cela fait-il de nous un ̻tre ̩gocentrique ou altruiste, selon notre choix? Ou notre choix montre il un aspect rationnel de notre personnalit̩. J'ai la sensation qu'il y avait un pi̬ge derri̬re cette question.",2,6,2,5,76,2,"Grenoble, France",3,45.17149353,5.722396851,-1
R_5sPNiZI98Ik3gIN,Default Response Set,Anonymous,,,195.221.44.27,0,9/10/15 12:27,9/10/15 13:20,1,1,1,0,0,59.275,0,1,,,,,,,400,1,0,0,18.694,0,1,9,5,"Car j'esp̬re que les autres participants donneront ̩galement leur 4euros pour que nous puissions tous gagner plus, au final.",1,3,4,8,1,2,7,4,6,7,4,6,1,1,6,6,3,9,4,6,4,5,2,3,2,6,4,4,4,7,2,2,7,3,10,0,0,1,4,8,2,1,3,1,2,Je suppose que l'̩tude cherche �� savoir comment nous prenons des d̩cisions individuelles mais qui ont un impact sur un petit groupe de personnes.,Non.,3,5,5,3,77,2,"Tullins, Is̬re, France",0,45.17149353,5.722396851,-1
R_6tJpu15RXT3GZFv,Default Response Set,Anonymous,,,195.221.44.3,0,9/10/15 14:21,9/10/15 14:35,1,1,1,0,0,94.78,0,1,256,1,0,0,11.808,0,,,,,,,1,9,1,UN peu plus de la moiti̩,1,9,1,6,7,9,9,8,9,5,2,4,6,5,5,8,5,5,5,9,9,7,8,9,6,1,4,7,6,6,6,1,7,1,0,0,0,0,5,8,3,2,3,1,1,Je ne sais pas,non,3,5,3,6,78,2,Pays 38,1,45.17149353,5.722396851,-1
R_72Se6OycDnUYuhH,Default Response Set,Anonymous,,,195.221.44.5,0,9/9/15 15:25,9/9/15 15:45,1,1,1,0,0,67.744,0,1,,,,,,,241,1,0,0,26.812,0,1,5,9,pour que le b̩n̩fice soit le m̻me pour tous les participants,1,9,5,7,9,9,6,8,8,6,8,5,3,6,6,3,4,7,4,8,7,2,5,7,8,5,2,7,4,7,3,2,7,1,0,1,0,0,2,8,2,1,3,1,2,Elle tente de montrer la confiance que nous accordons aux individus qui participent �� la m̻me exp̩rience que nous,Est ce les m̻mes questions pour tout le monde ?,3,5,5,3,77,2,France 38,2,45.17149353,5.722396851,-1
R_8CwFtMqwMesBwsx,Default Response Set,Anonymous,,,195.221.44.2,0,9/14/15 10:51,9/14/15 11:16,1,1,1,0,0,119.142,0,1,399,1,0,0,9.344,0,,,,,,,1,9,5,J'ai essay̩ de donner un maximum pour la communaut̩,1,6,2,8,6,7,1,5,6,6,4,6,4,1,5,3,8,6,8,7,6,6,7,8,8,2,2,1,5,1,6,1,5,1,0,1,0,0,5,7,3,1,3,2,2,"�� mon avis, elle tente de montrer que l'esprit de communaut̩ existe.",non,2,6,9,7,72,2,FRANCE 38,1,45.17149353,5.722396851,-1
R_8HsuGlqZKZwIckV,Default Response Set,Anonymous,,,195.221.44.3,0,9/11/15 12:51,9/11/15 13:21,1,1,1,0,0,74.086,0,1,400,1,0,0,13.782,0,,,,,,,1,9,9,"Au final, je gagne plus en donnant le montant maximum qui est de 4 euros et j'esp̬re que mes autres coll̬gues feront le m̻me choix que moi. Je fais confiance au groupe.",1,8,6,9,9,5,4,8,7,3,9,2,4,3,7,8,7,9,5,9,8,8,8,3,9,1,1,4,4,2,1,9,3,1,6,1,0,1,7,7,2,1,3,1,2,"Comment le sentiment de s̩curit̩ ou d'insertion dans un groupe, dans la soci̩t̩, envers l'autre influe sur la confiance du montant que l'on va donner.",Tentez de nous confondre en opposant notre c̫t̩ empathique et social avec notre c̫t̩ comp̩titif et intime.,6,2,6,9,75,2,"France, Haute-Savoie",1,45.17149353,5.722396851,-1
R_8wFRxO9HXzzTFy9,Default Response Set,Anonymous,,,195.221.44.8,0,9/15/15 13:56,9/15/15 14:35,1,1,1,0,0,111.598,0,1,,,,,,,400,1,37.547,37.547,84.837,1,1,9,1,"Il me parait plus interessant de tout mettre, et de d'esperer que chacun ait le m̻me raisonnement que moi. Si chacune des personnes met tout, chacun repart avec la m̻me chose, 8. Alors que mettre moins peut eventuellement nous faire gagner plus mais rien n'est certain puisqu'il faut ̻tre le seul �� ne rien avoir mis pour remporter la plus grosse somme, 10. En mettant a totalit̩, j'ai mis̩ sur le fait que ce serais plus avantageux pour chacun et moins risqu̩.",1,8,5,9,6,8,4,7,7,5,6,3,6,4,7,5,7,7,3,7,6,8,8,6,5,3,4,4,4,6,4,3,6,1,0,2,0,3,3,8,3,3,1,1,2,Je pense que l'etude essaie de savoir si les gens prennent des d̩cisions dans leur propre interet ou bien s'ils essayent de penser �� l'interet commun. Et cela en leur demandant de miser une somme qui soit peut leur rapporter plus uniquement �� eux m̻me soit qui peut leur rapporter un peu moins mais tout le monde pareil.,Non,4,5,2,6,76,2,Haute savoie (74),0,45.17149353,5.722396851,-1
