V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1prp9eAragdQ85j,Default Response Set,Anonymous,,,195.221.44.11,0,9/15/15 16:29,9/15/15 16:49,1,1,1,0,0,97.382,0,1,400,1,0,0,9.378,0,,,,,,,1,9,1,"Si tout le monde donne toute sa cagnotte, on ressort tous avec le double de notre mise. Si une personne (moi ou un autre) decide de faire le contraire, il p̩nalise l'ensemble du groupe �� son propre profit.  / J'ai fait ce choix car il me semblait juste et que je pref̬re doubler ma somme et celle des autres plut̫t que de m'enrichir plus et de prendre l'argent des autres participants.",1,8,3,9,9,5,5,5,9,4,4,3,7,3,7,7,1,7,9,8,9,9,9,9,8,7,2,3,6,7,9,9,8,1,0,0,0,0,5,7,3,2,1,2,2,"Je pense que cette ̩tudes essayer de voir si les gens sont pr̻ts �� s'entre aider, �� penser au bien commun plut̫t qu'�� leur propre int̩r̻t.  La premi̬re exp̩rience est une bonne simulation. Chaque personne peut ainsi choisir le bien commun ou son propre int̩r̻t. Ainsi on peut voir comment les gens r̩agissent face au gain, �� la r̩ussite et partage.",non,9,7,4,5,76,1,France Dr̫me,1,45.17149353,5.722396851,-1
R_1QmjAbGPiMccIh0,Default Response Set,Anonymous,,,195.221.44.4,0,9/14/15 16:19,9/14/15 16:38,1,1,1,0,0,53.505,0,1,245,1,0,0,10.785,0,,,,,,,1,5,9,J'ai choisi d'allouer ce montant pour que tout le monde se retrouve avec une somme d'argent assez identique.,1,6,8,5,4,2,6,5,6,7,6,4,5,2,5,6,9,7,5,8,8,5,4,9,8,4,4,7,4,2,3,6,5,1,0,0,0,0,4,7,1,3,2,2,2,"Je pense que cette ̩tude essaie de montrer comment les gens sont capables de vivre en communaut̩, ou si au contraire ils preferent se contenter d'eux m̻me sans prendre en compte l'avis des autres.",non,9,7,4,7,79,2,"France, dr̫me",2,45.17149353,5.722396851,-1
R_1r2k2jfrqPjhZ9v,Default Response Set,Anonymous,,,195.221.44.27,0,9/15/15 15:23,9/15/15 15:48,1,1,1,0,0,240.772,0,1,400,1,6.357,8.74,11.913,3,,,,,,,1,9,9,"J'ai choisi de donner 4��� car ensemble on va plus loin, alors que tout seul on va seulement plus vite. ^^ c'est pour g̩n̩rer plus d'argent gr̢ce au doublement de la somme quand on mutualise la donne... Comme ̤a on repart tous avec plus d'argent qu'on a mis̩. (Surtout celui, celle(s), ceux qui ont mis̩ moins, en fait... Mais j'esp̬re qu'ils ont tous fait comme moi, mes voisins!)",1,5,2,5,5,8,2,4,6,5,3,6,2,2,4,2,7,9,7,9,8,9,9,8,9,5,5,4,8,2,3,5,6,1,12,2,0,0,8,8,3,2,1,2,2,"L'hypoth̬se se situe dans l'interaction entre la somme d'argent mis̩e (VI) et la personnalit̩ du sujet qu'on essaye de d̩terminer dans le questionnaire (degr̩ d'altruisme, empathie, besoin de vie en collectivit̩). Je pense que l'hypoth̬se est : si ces traits sont tr̬s fort chez le sujet alors il donnera 4��� pour le pot commun, m̻me si il se doute que les autres peuvent miser 0.  / ̤a porte sur la conscience de l'interd̩pendance , non?",NON,5,2,5,9,75,2,Viry-Ch̢tillon (91  Essones),0,45.17149353,5.722396851,-1
R_1rP6ysmBNuwzmy5,Default Response Set,Anonymous,,,195.221.44.2,0,9/9/15 11:15,9/9/15 11:37,1,1,1,0,0,59.824,0,1,394,1,15.19,15.19,15.744,1,,,,,,,1,9,1,pour que chacun puisse avoir la m̻me chose et qu'il n'y est pas d'in̩galit̩s,1,8,5,6,7,6,7,8,7,6,5,4,5,4,7,4,6,6,6,6,8,6,8,7,7,6,5,5,6,5,5,3,6,1,5,5,0,1,6,8,2,1,2,2,2,elle essaie de montrer si on peut faire confiance �� des personnes inconnues dans la salle pour la gestion d'une banque commune donc savoir si ces inconnus vont agir pour leur propre interet ou donner plus pour la communaut̩. Autrement dit est ce qu'on peut faire confiance �� des etrangers pour une question assez importante qui est la finance d'un groupe.,J'ai eu quelques petits doutes au d̩but mais on ne peut rien faire contre la nature des gens donc au final je ne peux agir et j'agis �� ma mani̬re de mon c̫t̩.,9,2,6,4,74,2,France Annecy,0,45.17149353,5.722396851,-1
R_20O85vcjDeeH3Jb,Default Response Set,Anonymous,,,195.221.44.4,0,9/10/15 16:32,9/10/15 17:04,1,1,1,0,0,81.898,0,1,299,1,0,0,20.317,0,,,,,,,1,9,1,"On sait que ce qui rapporte le plus personnellement est de ne rien donner, alors que ce qui rapporte le plus au groupe est de tout donner. Nous sommes 4 au sein de ce groupe, tout le monde est au courant de ce principe. En raisonnant utopiquement, tout le monde aurait donn̩ les 4���. Cependant, je pense que certaines personnes peuvent pour des raisons personnelles pr̩f̩rer garder une partie de leur argent, sans pour autant que ces personnes ne soient majoritaires sur l'ensemble du groupe. C'est pourquoi j'ai d̩cid̩ de contribuer �� la cagnotte commune �� hauteur de 3/4 de mon budget.",1,5,1,7,7,5,4,4,7,6,3,4,6,4,5,6,7,6,7,9,8,8,6,8,7,2,2,7,5,4,3,6,4,1,0,0,0,0,7,8,3,2,1,2,2,"Je pense que cette ̩tude concerne la prise de d̩cisions des gens, plus particuli̬rement lorsque cela concerne l'inter̻t personnel et/ou collectif. Cette ̩tude essaie peut ̻tre d'̩tablir un profil du candidat par rapport �� son relationnel avec les gens (notamment le cercle familial, ami, et ̩galement les inconnus) et de le mettre en relation avec la prise de d̩cision demand̩e au d̩but de l'exp̩rience.",non,3,5,4,6,77,1,"Malijai, France (04)",0,45.17149353,5.722396851,-1
R_210azhP7n5U3eZU,Default Response Set,Anonymous,,,195.221.44.27,0,9/14/15 10:51,9/14/15 11:27,1,1,1,0,0,126.626,0,1,,,,,,,319,1,8.4,8.4,15.108,1,1,3,9,"Afin de pouvoir avoir un b̩n̩fice maximum, l'id̩al serait que tout le monde mette la totalit̩ de leur somme initial (r̩partition ̩gale et optimal). Cependant, ne connaissant pas les autres personnes, je pr̩f̬re rester sur ma garde et ne pas mettre la totalit̩ des 4 euros.",1,6,3,9,7,7,8,8,7,5,4,2,3,1,7,3,4,8,7,9,9,9,8,8,9,6,2,3,5,6,6,8,5,3,0,0,0,0,3,6,3,3,3,2,2,"L'̩tude actuelle, semble montrer le confiance que l'ont porte �� la soci̩t̩ actuelle et �� ceux qui y contribuent. L'argent ̩tant un bien incontournable, en mettant en jeu de l'argent, cette ̩tude semble montrer le niveau d'̩go��sme (ou pas) des individus.",non,5,3,6,2,78,2,France Ard̬che,1,45.17149353,5.722396851,-1
R_232xYlEDG2PPk6a,Default Response Set,Anonymous,,,195.221.44.3,0,9/9/15 15:25,9/9/15 15:47,1,1,1,0,0,49.1,0,1,,,,,,,400,1,15.256,15.256,23.518,1,1,9,1,Il vaut mieux que les b̩n̩fices se r̩partissent entre les membres du groupe plut̫t que ce soit uniquement moi la b̩n̩ficiaire.,1,6,2,9,7,5,3,8,5,1,6,1,1,1,5,1,8,9,7,5,9,9,6,7,9,1,1,1,9,2,1,3,2,1,20,2,0,1,3,5,2,3,2,2,2,L'̩tude essaie peut-̻tre de montrer que le sacrifice de quelqu'un est influenc̩ par la fa̤on dont il se per̤oit. Elle tente de montrer ̤a demandant aux participants d'allouer une somme au groupe et puis de s'auto-̩valuer.,Je pense qu'il y a tromperie et qu'on ne gagne r̩ellement que 5 euros.,3,5,3,4,76,2,Saint-etienne,1,45.17149353,5.722396851,-1
R_24AHIeMQA9Iggum,Default Response Set,Anonymous,,,195.221.44.3,0,9/9/15 16:39,9/9/15 17:00,1,1,1,0,0,74.47,0,1,,,,,,,100,1,0,0,21.627,0,1,9,1,"Le plus haut benefice personnel est lorque l'on mise 0 euro, j'ai mis̩ 100 centimes pour etre sur qu'un peu de l'argent du groupe me revienne tous en faisant gagner les autres!",1,6,7,8,8,7,3,3,6,6,7,4,2,5,5,7,3,8,3,8,8,6,9,9,7,6,2,7,2,3,2,5,9,1,1,1,0,0,8,10,2,1,2,1,2,"Elle tente de montrer l'influence que les autres peuvent avoir sur notre vie, par interet d'argent par exemple.",non,6,2,6,2,76,1,"France, Haute-savoie",2,45.17149353,5.722396851,-1
R_24CnEmgDs2hTnpj,Default Response Set,Anonymous,,,195.221.44.11,0,9/16/15 14:05,9/16/15 14:25,1,1,1,0,0,107.453,0,1,400,1,0,0,10.241,0,,,,,,,1,9,9,"si je reverse les 4 euros, je double au minimum donc j'aurais au moins 8 euros voir 10 euros si l'un des 3 autres participants ne reverse rien.",1,6,6,6,9,5,3,7,8,3,6,4,5,3,6,4,2,9,8,9,7,5,7,5,7,1,3,1,6,7,6,7,9,1,0,0,0,0,3,8,3,3,3,1,1,cette ̩tude essaie de montrer comment les personnes peuvent r̩agir. elle tente de le montrer par le biai de question courte et simple.,non,4,5,6,2,76,1,St Etienne de St Geoirs France 38,1,45.17149353,5.722396851,-1
R_24vMVTZm539RQXa,Default Response Set,Anonymous,,,195.221.44.3,0,9/14/15 10:51,9/14/15 11:17,1,1,1,0,0,36.486,0,1,,,,,,,400,1,0,0,19.63,0,1,9,5,Essayer de r̩partir au mieux la somme d'argent,1,5,3,5,6,7,4,5,7,3,2,3,1,3,3,1,8,7,7,9,6,5,9,7,9,4,4,5,3,2,6,5,5,1,0,0,0,1,5,10,1,2,1,1,2,"L'̩tude essaie montrer la g̩n̩rosit̩ des individus, en fonction de prix �� donner",non,2,6,2,4,75,2,"St Hilaire du Rosier, Is̬re",1,45.17149353,5.722396851,-1
R_25AXJNrD2plqZXZ,Default Response Set,Anonymous,,,195.221.44.28,0,9/16/15 12:56,9/16/15 13:27,1,1,1,0,0,158.793,0,1,,,,,,,242,1,20.18,22.074,25.92,3,1,5,1,"En faite je me suis tromp̩e, je veux donner la totalit̩, donc 4e. Parce que je fais confiance aux autres pour qu'il donne aussi 4e et donc que tout le monde sort avec le maximum d'euros.",1,8,5,9,8,1,3,6,5,4,3,6,5,4,6,1,7,7,4,4,9,6,8,7,4,2,4,3,3,1,6,3,3,2,0,0,0,0,7,9,3,2,2,2,2,"L'̩tude cherche �� mesurer l'̩go��sme chez les personnes. Si les personnes donnent 4e, ils sont plut̫t �� chercher l'̩galit̩ entre tous, et font confiance que les autres donneront 4e aussi. Si les personnes donnent peu, soit c'est parce qu'elle est ̩go��ste, soit elle ne fait pas confiance aux autres.",non,9,7,3,6,70,2,"France, 74",3,45.17149353,5.722396851,-1
R_25SzxDm4v6Ykgq6,Default Response Set,Anonymous,,,195.221.44.24,0,9/9/15 15:29,9/9/15 15:49,1,1,1,0,0,87.61,0,1,400,1,0,0,7.238,0,,,,,,,1,9,1,"J'ai choisi d'allouer le montant choisi car c'est ce qui me semblait le plus judicieux puisque si tous le monde met l'argent et que c'est doubl̩ cela fait 24e et donc 8e par personne, j'aurais put gagner plus en ne mettant rien mais il aurait fallut que les deux autres personnes qui participent a la cagnotte mettent de l'argent et pas moi, ainsi je prend une d̩cision pour que tout le monde soit a ̩galit̩.",1,9,9,7,9,9,4,7,9,6,6,6,6,1,5,9,7,9,7,9,9,5,9,9,9,1,1,7,9,1,1,8,9,1,1,1,0,0,2,7,2,1,3,1,2,"Je pense que l'̩tude actuelle essaie de regarder comment les personnes prennent leurs propres initiatives et elle tente de le montrer en s'appuyant sur les valeurs et la mani̬re d'̻tre des personnes pr̩sente, en s'appuyant, sur leurs ressentis et leurs fa̤on d'̻tre pour voir si cela influe un individu dans ces d̩cisions.",non,4,7,9,5,76,2,"France, Romans-sur-is̬re",0,45.17149353,5.722396851,-1
R_25uXpL6sNvvsGCI,Default Response Set,Anonymous,,,195.221.44.25,0,9/14/15 14:10,9/14/15 15:27,1,1,1,0,0,88.101,0,1,,,,,,,160,1,0,0,29.648,0,1,9,1,"J'ai allouer le montant de 160 centimes dans le but de garder un peu d'argent si les autres personnes d̩cident de ne rien donner, mais de contribuer tout de m̻me �� la redistribution commune des gains.",1,9,3,9,6,9,2,4,7,3,1,3,2,1,3,1,9,6,2,5,8,8,7,4,3,1,3,5,4,2,9,2,3,1,0,0,0,0,3,5,3,3,3,1,2,"Je pense que le but de l'̩tude est d'̩tudier les comportements sociaux relatif �� la confiance et au travail d'̩quipe, je pense que les r̩sultats attendus sont que les gens tendent plut̫t �� ̻tre vigilant plut̫t qu'a faire totalement confiance �� des inconnus.",non,6,4,4,9,77,1,France 74,0,45.17149353,5.722396851,-1
R_27fZyK3AViPd4H5,Default Response Set,Anonymous,,,195.221.44.4,0,9/14/15 10:51,9/14/15 11:13,1,1,1,50.07,50.07,53.243,1,1,400,1,0,0,13.322,0,,,,,,,1,5,1,pour essayer de doubler ma cagnotte de d̩part,1,6,9,9,9,9,1,6,9,9,9,1,3,5,9,9,1,9,9,9,9,5,9,9,9,4,9,9,5,5,9,4,9,1,0,2,0,0,5,7,2,1,2,2,2,elle essai de montrer dans quelle interet nous agissons pour notre prise de d̩cision au quotidien,non,9,9,9,9,76,2,"grenoble , france 38",0,45.17149353,5.722396851,-1
R_27gsIKsb1uEMbKN,Default Response Set,Anonymous,,,195.221.44.22,0,9/15/15 13:57,9/15/15 14:35,1,1,1,0,0,157.57,0,1,30,1,0,0,20.054,0,,,,,,,1,5,5,J'ai fait avec ce qu'il y a dans mon porte monnaie,1,7,7,8,8,5,5,7,7,3,8,7,6,5,4,5,6,7,4,9,7,6,5,7,6,6,5,5,7,6,5,3,7,2,0,0,0,0,6,8,2,1,1,1,1,"L'̩tude cherche �� montrer la mani̬re dont on prend un choix, dans ses r̩ponses selon son degr̬s d'accord ou d̩sacord, elle r̩v̬le  la personnalit̩ (caract̬re, impulsivit̩...) de la personne, et sa capacit̩ �� se positionner lors d'une prise de d̩cision.",non,6,9,7,2,78,2,Beaucroissant (is̬re),1,45.17149353,5.722396851,-1
R_27jK6KJF0ua81DR,Default Response Set,Anonymous,,,195.221.44.4,0,9/9/15 15:25,9/9/15 15:46,1,1,1,0,0,114.35,0,1,400,1,8.083,8.083,11.401,1,,,,,,,1,9,1,Pour permettre �� tout le monde de partir avec la plus haute somme possible ̩gale �� chaque membre du groupe,1,8,7,9,8,9,7,8,8,7,8,7,9,6,7,6,3,8,7,9,9,7,8,6,8,3,2,9,7,2,9,1,5,1,0,0,1,0,2,4,3,3,3,1,2,je pense qu'elle tente de montrer l'effet du groupe sur la prise de d̩cision,non,5,4,3,2,77,2,grenoble 38000,3,45.17149353,5.722396851,-1
R_27KCPHlUJojMLOs,Default Response Set,Anonymous,,,195.221.44.3,0,9/9/15 11:15,9/9/15 11:33,1,1,1,0,0,50.253,0,1,,,,,,,80,1,0,0,26.577,0,1,9,1,Pour tenter de faire un b̩n̩fice tout en minimisant les risques de perte,1,9,2,9,7,6,4,8,6,4,7,2,6,3,6,1,4,7,9,9,9,4,6,9,8,1,1,2,4,5,7,9,9,1,1,4,0,3,2,8,2,3,1,1,2,"Je pense que l'̩tude essaie de montrer le comportement de chacun vis-��-vis de la soci̩t̩, en ̩valuant des personnes al̩atoirement sur leurs intentions, sur leur ̩go��sme et sur leur confiance envers les autres",Je ne pense pas que nous soyons r̩ellement en interaction avec d'autres individus,5,4,3,2,76,2,"Annemasse, Rh̫ne-Alpes, France",0,45.17149353,5.722396851,-1
R_27UJzO3m4N6uQXL,Default Response Set,Anonymous,,,195.221.44.24,0,9/14/15 09:02,9/14/15 11:16,1,1,1,0,0,63.995,0,1,,,,,,,384,1,0,0,14.395,0,1,9,1,"Je prends plus de risques de garder l'argent pour moi, je pars du principe que tous les autres membres du groupe vont eux aussi donner les 4 euros pour pouvoir faire rapporter de l'argent au groupe, plut̫t que de garder l'argent pour soit et esp̩rer gagner 10 euros.",1,5,2,5,8,1,3,6,5,2,5,1,3,2,4,4,7,7,7,7,7,8,8,6,7,6,6,5,6,3,8,8,6,2,20,1,0,3,6,8,1,3,3,2,2,"Je ne me souviens plus des r̩sultats de l'̩tude ant̩rieure qui ressemblait a celle ci, mais je pense que les r̩sultats montreraient que la plupart des individus garderaient l'argent pour eux pour essayer de gagner plus.","Doute sur l'̩ventuelle tromperie, doute de ne pas ̻tre r̩ellement en comp̩tition avec 3 autres personnes.",2,6,2,6,74,2,"Chambly, Picardie, Oise",0,45.17149353,5.722396851,-1
R_28YsXryyLfxVVWm,Default Response Set,Anonymous,,,195.221.44.8,0,9/16/15 14:05,9/16/15 14:21,1,1,1,0,0,77.592,0,1,395,1,0,0,14.669,0,,,,,,,1,9,1,"Parce que je pr̩f̬re faire une caisse commune, je donne le tout, au final tout le monde est b̩n̩ficiaire.",1,6,5,8,9,9,8,6,8,4,5,4,2,1,4,1,7,9,7,6,8,6,8,9,6,1,3,5,8,1,8,6,5,1,0,1,0,0,3,9,2,2,2,1,2,"Peut ̻tre qu'elle souhaite voir si les gens sont ̩duqu̩ au fais qu'il faut gagnez avant tout, et que le ""je"" est plus important que le groupe.",non,6,2,6,4,77,2,Bourg d'Oisans France 38,1,45.17149353,5.722396851,-1
R_29sjIXwQwHywYsx,Default Response Set,Anonymous,,,195.221.44.2,0,9/16/15 12:56,9/16/15 13:22,1,1,1,0,0,82.22,0,1,400,1,0,0,5.007,0,,,,,,,1,9,1,d'un point de vu utilitariste plus de monde sera content si tout le monde met dans le tronc commun,1,9,2,7,8,1,1,7,9,1,1,2,1,1,3,1,7,7,6,3,2,1,8,3,4,1,2,1,6,5,1,6,5,1,1,1,0,1,2,3,3,3,2,1,2,"peut ̻tre quelque chose en rapport avec la coh̩sion de groupe, la confiance...",je ne pense pas que les histoires de redistributions de la cagnotte soit v̩ridiques...,9,6,2,9,72,1,france 38,0,45.17149353,5.722396851,-1
R_2abpJEj9ffKQ4xt,Default Response Set,Anonymous,,,195.221.44.17,0,9/10/15 12:27,9/10/15 13:24,1,1,1,0,0,78.125,0,1,,,,,,,0,1,0,0,30.43,0,1,5,1,J'ai choisi de ne rien donn̩ pour pouvoir augmenter mon propre b̩n̩fice et ne pas prendre de risque,1,9,9,9,6,9,5,9,9,6,3,7,4,1,7,5,9,7,1,9,9,6,7,1,5,8,9,8,7,5,1,4,6,1,1,0,0,0,1,7,2,3,3,1,2,Je pense que l'̩tude actuelle tente de montrer la diff̩rence de notre niveau de confiance envers nos proches et envers des inconnus,non,6,9,5,7,75,2,Martinique,0,45.17149353,5.722396851,-1
R_2akonbegzwqhpRR,Default Response Set,Anonymous,,,195.221.44.25,0,9/10/15 16:44,9/10/15 16:57,1,1,1,0,0,60.445,0,1,400,1,0,0,9.424,0,,,,,,,1,9,1,J'ai d̩cid̩ de donner ce montant car j'ai dans l'espoir que les autres personnes de mon groupe ont fait de m̻me. Que chacun d'entre nous a pens̩ au b̩n̩fice commun et non pas �� son propre b̩n̩fice d'autant plus que le montant en jeu n'est pas tr̬s ̩lev̩ et que nous n'avons donner aucune participation de notre part,1,9,6,9,8,8,8,8,9,9,1,2,2,4,9,1,4,9,9,9,9,9,9,9,9,4,6,7,3,2,7,3,9,1,0,0,0,0,10,10,1,2,3,2,2,Cette ̩tude actuelle tente de montrer le lien entre le fait de faire r̩ellement confiance aux autres par des actes et la personnalit̩ et les croyance des individus.,non,9,7,9,4,74,2,"France, Combourg, 35",0,45.17149353,5.722396851,-1
R_2AZMac7VBkzdw2h,Default Response Set,Anonymous,,,195.221.44.28,0,9/15/15 15:24,9/15/15 15:47,1,1,1,0,0,91.59,0,1,400,1,0,0,8.036,0,,,,,,,1,9,1,"Simplement pour une question d'̩galit̩, tout le monde �� 2 euros de plus et est content. De plus, c'est une experience pour 4, c'est donc une experience de groupe, donc autant partager ̩quitablement.",1,5,1,8,6,6,3,5,5,4,3,2,5,2,6,2,8,8,7,8,3,8,7,6,9,2,4,4,1,3,3,7,6,1,0,0,0,0,5,6,3,3,3,2,2,#NAME?,non,4,6,3,6,77,2,"France, Hostun 26",2,45.17149353,5.722396851,-1
R_2B5013uNkUcNqyR,Default Response Set,Anonymous,,,195.221.44.27,0,9/16/15 13:06,9/16/15 13:21,1,1,1,0,0,69.76,0,1,,,,,,,300,1,0,0,21.734,0,1,9,1,car je reste dans le montant egal �� la somme minimum que j'aurias percue quoi qu'il arrive,1,7,4,8,7,5,6,6,5,7,6,3,3,2,4,2,4,6,8,7,7,8,7,5,7,3,2,3,6,1,2,4,4,3,10,2,0,3,7,9,3,3,1,2,2,"je pense que cette ̩tude cherche �� montrer par le fait d'introduire une caisse commune entre les participants ,que selon l'argent que les participants ont depos̩s leurs comportements est plus ou moins empathiques et genereux par raport aux autres. / Je pense que les personne qui ont pris de gros risque ou pas du tout seront des peronnes qui se mefient plus des autres personnes qui l'entourent.",non,2,6,2,6,72,2,france 38,0,45.17149353,5.722396851,-1
R_2bNKRac3kmLd6dj,Default Response Set,Anonymous,,,195.221.44.5,0,9/16/15 16:10,9/16/15 16:32,1,1,1,0,0,51.349,0,1,,,,,,,200,1,0,0,44.053,0,1,9,1,je mise sur la s̩curit̩ je limite les risques de perdre tout en gonflant la cagnote commune,1,8,6,8,7,9,5,7,8,2,3,3,6,2,6,7,3,7,8,8,9,5,7,7,7,2,2,3,5,3,1,6,1,1,0,0,0,0,3,6,3,3,3,2,2,cette ̩tude cherche �� mesurer la citoyennet̩ pr̩sente en chacun de nous pour comprendre si la soci̩t̩ est plus collective ou individualiste.,pas assez de r̩ponses possibles chaque situations d̩pend de beaucoup de facteur et en 15 minutes c'est un peu dur d'̩tablir un vrai r̩sultat.,6,2,6,9,76,1,Paris puis Marseille,4,45.17149353,5.722396851,-1
R_2c774uADpgwZJWP,Default Response Set,Anonymous,,,195.221.44.28,0,9/16/15 16:10,9/16/15 16:31,1,1,1,0,0,77.786,0,1,0,1,0,0,13.674,0,,,,,,,1,9,1,"Au risque de ne rien gagner, je tente le montant qui me permettra d'avoir le plus grand gain.",1,5,3,9,6,7,3,3,6,7,6,5,4,1,7,5,3,7,6,9,7,8,6,7,7,4,3,9,6,3,2,2,7,2,5,3,0,0,3,5,3,3,3,1,2,"Notre fa̤on de r̩agir en groupe avec des personnes que l'on ne connait pas du tout. Et si l'on a confiance en elles, dans notre fa̤on de miser.",non,5,2,6,2,76,2,Grenoble,1,45.17149353,5.722396851,-1
R_2c7Qg72UWK6XWUA,Default Response Set,Anonymous,,,195.221.44.8,0,9/10/15 16:32,9/10/15 17:02,1,1,1,0,0,170.721,0,1,400,1,0,0,15.203,0,,,,,,,1,9,1,j'ai choisis le montant de 400 centimes car cela va permettre a tout le monde gagner la m̻me somme,1,9,5,9,9,2,6,4,5,4,9,1,1,1,5,5,9,9,9,9,9,9,9,9,9,6,9,9,1,1,7,7,8,2,0,0,0,0,5,10,2,3,3,1,2,cette ̩tude essaye de montrer comment les change prenne leur decison et essayant d'analyser si ils pensent �� leur propre int̩r̻t ou si ils regardent aussi les personnes qui les entourent afin que leur choix soit le plus juste.,non,6,9,4,9,77,2,Feurs Loire (42),2,45.17149353,5.722396851,-1
R_2CdoV3OAOZQLmFv,Default Response Set,Anonymous,,,195.221.44.8,0,9/14/15 10:51,9/14/15 11:23,1,1,1,0,0,86.461,0,1,323,1,0,0,10.04,0,,,,,,,1,8,4,"J'ai choisit le montant de 320cc, car il augmente consid̩rablement la cagnotte commune (si tout les participants jouent le jeux) mais si ce n'est pas le cas je me suis r̩serv̩ une petite marge de quelques cc (comme lot de consolation, histoire de ne pas avoir tout perdu)",1,6,6,7,7,7,7,6,6,3,6,2,3,3,5,3,7,7,3,8,8,8,8,8,6,2,2,8,8,5,5,2,7,1,3,1,0,0,7,8,3,3,1,2,2,"Si d'une mani̬re g̩n̩rale, les individus aggissent de fa̤on ̩goiste et sans risque ou bien au contraire si ils prennent des risques et misent sur le soutien d'un groupe, lors d'une interaction avec des inconnus.",Bluff ou pas bluff ? Certains vont ils jouer le jeu ou simplement se contenter de garder les 4���,3,6,5,5,76,2,Haute Savoie,0,45.17149353,5.722396851,-1
R_2CfZyjy06YoA3M9,Default Response Set,Anonymous,,,195.221.44.11,0,9/14/15 16:17,9/14/15 16:40,1,1,1,0,0,83.121,0,1,,,,,,,239,1,0,0,23.955,0,1,3,2,Je prefere contribu̩ plus d'argent.,1,6,6,8,7,5,3,5,8,5,5,6,7,3,4,8,8,6,5,8,7,8,7,7,9,9,8,7,8,3,3,9,9,1,0,2,0,1,3,6,2,3,3,2,2,Elle essey de montrer ce que l'ont ressent vis �� vis d'autruit. Si l'on est individualiste ou altruiste ou encore si l'on a des pr̩jug̩s et du sceptisme.,non,6,2,5,9,75,2,Djibouti,1,45.17149353,5.722396851,-1
R_2CHVl7DyWfwzhvq,Default Response Set,Anonymous,,,195.221.44.11,0,9/11/15 14:15,9/11/15 14:33,1,1,1,71.846,99.18,100.531,3,1,79,1,0,0,18.686,0,,,,,,,1,9,1,"j'ai d̩cid̩ de mettre 80 cts car ce n'est pas une trop grosse perte si le reste du groupe n'a pas bien participer, mais c'est une somme qui peut rapporter un peu si le groupe a bien particip̩",1,7,1,7,5,2,8,8,5,9,7,6,8,1,8,6,8,7,5,7,9,7,8,8,7,4,1,1,5,6,8,2,8,1,2,2,0,0,4,7,2,1,3,2,2,l'̩tude essaye d'̩valuer la confiance que l'on peut accorder �� quelqu'un d'inconnu dans notre soci̩t̩,non,5,5,3,5,77,1,St R̩my de Maurienne en Savoie en France,0,45.17149353,5.722396851,-1
R_2CuXXzFkFWQaqTW,Default Response Set,Anonymous,,,195.221.44.5,0,9/11/15 12:51,9/11/15 13:19,1,1,1,0,0,60.516,0,1,10,1,0,0,25.269,0,,,,,,,1,9,1,J'ai d̩cider de mettre 10 centimes parce que comme ca je met un peu d'argent qui pourra etre doubl̩ mais je ne perd pas beaucoup d'argent.,1,5,5,8,9,6,3,3,6,2,5,2,6,1,1,2,8,6,7,6,7,8,6,5,7,1,4,2,4,4,2,3,5,1,14,2,0,1,3,3,2,3,2,2,2,D'apr̬s moi l'̩tude essaie de montrer quels choix les individus font face �� des inconnu. Et si la confiance en les autre influe sur les prises de d̩cision.,non,4,3,5,2,77,2,Allemagne,0,45.17149353,5.722396851,-1
R_2dRwANLSzaTEV3i,Default Response Set,Anonymous,,,195.221.44.2,0,9/11/15 14:03,9/11/15 14:33,1,1,1,0,0,90.55,0,1,,,,,,,275,1,0,0,32.681,0,1,5,9,Pour permettre de doubler la cagnotte,1,5,3,6,7,6,7,6,8,6,5,6,6,5,6,6,5,8,7,8,7,8,7,8,9,7,5,9,4,5,6,4,9,1,0,0,0,0,3,7,2,2,3,1,2,Elle essaie de montrer la solidarit̩ et l'entraide entre les individus en r̩alisant des partages.,non,3,5,2,4,77,2,Voreppe (38),1,45.17149353,5.722396851,-1
